1ID,Abbr,Full,Source
822,NR,Numismatic Review,AJA
823,NS,American Numismatic Society: Numismatic Studies,AJA
824,NSc,Notizie degli scavi di antichità,AJA
825,NumAntCl,Numismatica e antichità classiche: Quaderni ticinesi,AJA
826,Numen,Numen: International Review for the History of Religions,AJA
827,NumJ,Numismatic Journal,AJA
828,NuovB,Nuovo bulletino di archeologia cristiana,AJA
829,NZ,Numismatische Zeitschrift,AJA
830,OA,Oriens antiquus,AJA
831,OAr,Orientalisches Archiv,AJA
832,OC,Oriens christianus,AJA
833,OGIS,Orientis Graeci inscriptiones selectae,AJA
834,OIC,Oriental Institute Communications,AJA
835,OIP,Oriental Institute Publications,AJA
836,OJA,Oxford Journal of Archaeology,AJA
837,ÖJh,Jahreshefte des Österreichischen archäologischen Instituts in Wien,AJA
838,ÖJhBeibl,Jahreshefte der Österreichischen archäologischen Instituts in Wien, Beiblatt,AJA
839,OlBer,Bericht über die Ausgrabungen in Olympia,AJA
840,OlForsch,Olympische Forschungen,AJA
841,Olynthos,Excavations at Olynthos,AJA
842,OLZ,Orientalische Literaturzeitung,AJA
843,OpArch,Opuscula archaeologica,AJA
844,OpAth,Opuscula Atheniensia,AJA
845,OpAthRom,Opuscula: Annual of the Swedish Institutes at Athens and Rome,AJA
846,OpFin,Opuscula Instituti romani Finlandiae,AJA
847,OpPh,Opuscula philologica,AJA
848,OpRom,Opuscula Romana,AJA
849,Ostraka,Ostraka: Rivista di antichita,AJA
850,OWAN,Old World Archaeology Newsletter,AJA
851,PAAR,American Academy in Rome: Papers and Monographs,AJA
852,PAES,Publications of the Princeton University Archaeological Expeditions to Syria,AJA
853,Paléorient,Paléorient: Interdisciplinary Review of Prehistory and Protohistory of Southwestern Asia,AJA
854,PalJb,Palästinajahrbuch,AJA
855,Palladio,Palladio: Rivista di storia dell'architettura,AJA
856,Pantheon,Pantheon: Internationale Zeitschrift für Kunst,AJA
857,PAPS,Proceedings of the American Philosophical Society,AJA
858,PastPres,Past and Present,AJA
859,PBSR,Papers of the British School at Rome,AJA
860,PCPS,Proceedings of the Cambridge Philological Society,AJA
861,PEFA,Palestine Exploration Fund Annual,AJA
862,PEFQ,Palestine Exploration Fund Quarterly Statement,AJA
863,PEQ,Palestine Exploration Quarterly,AJA
864,Persica,Persica: Jaarboek van het Genootschap Nederland-Iran,AJA
865,PetMitt,Petermanns Mitteilungen,AJA
866,Philologus,Philologus: Zeitschrift für klassische Philologie,AJA
867,PhilWoch,Philologische Wochenschrift,AJA
868,Phoenix,Phoenix: The Classical Association of Canada,AJA
869,PO,Patrologia Orientalis,AJA
870,Pontica,Pontica: Studii si materiale de istorie, arheologie si muzeografie, Constanta,AJA
871,PP,La parola del passato,AJA
872,PPS,Proceedings of the Prehistoric Society,AJA
873,PQ,Philological Quarterly,AJA
874,Prakt,Praktika tes en Athenais Archaiologikes Etaireias,AJA
875,PraktAkAth,Praktika tes Akademias Athenon,AJA
876,PreussJb,Preussische Jahrbücher,AJA
877,ProcBritAc,Proceedings of the British Academy,AJA
878,ProcJPES,Proceedings of the Jewish Palestine Exploration Society,AJA
879,ProcPhilAs,Proceedings of the American Philological Association,AJA
880,ProcRNS,Proceedings of the Royal Numismatic Society,AJA
881,Prometheus,Prometheus: Rivista quadrimestrale di studi classici,AJA
882,Prospettiva,Prospettiva: Rivista d’arte antica e moderna,AJA
883,ProvHist,Provence historique,AJA
884,PrzArch,Przeglad archeologiczny,AJA
885,PrzKl,Przeglad klasyczny,AJA
886,PZ,Prähistorische Zeitschrift,AJA
887,QAL,Quaderni di archeologia della Libia,AJA
888,QArchEtr,Quaderni del Centro di studio per l’archeologia etrusco-italica,AJA
889,QDAP,Quarterly of the Department of Antiquities in Palestine,AJA
890,Qedem,Qedem: Monographs of the Institute of Archaeology, Hebrew University of Jerusalem,AJA
891,QITA,Quaderni dell’Istituto di topografia antica della Università di Roma,AJA
892,RA,Revue archéologique,AJA
893,RAA,See AAs,AJA
894,RACentre,Revue archéologique du Centre consacrée aux antiquités nationales,AJA
895,RACrist,Rivista di archeologia cristiana,AJA
896,RAEst,Revue archéologique de l’Est et du Centre-Est,AJA
897,RAfr,Revue africaine,AJA
898,RALouvain,Revue des archéologues et historiens d’art de Louvain,AJA
899,RANarb,Revue archéologique de Narbonnaise,AJA
900,RArq,Revista di arqueología,AJA
901,RassIGI,Rassegna indo-greco-italica,AJA
902,RAssyr,Revue d'assyriologie et d’archéologie orientale,AJA
903,RASyr,Revue archéologique syrienne,AJA
904,RBArch,Revue belge d’archéologie et d’histoire de l’art,AJA
905,RBibl,Revue biblique,AJA
906,RBN,Revue belge de numismatique et de sigillographie,AJA
907,RBPhil,Revue belge de philologie et d’histoire,AJA
908,RCRFActa,Rei Cretariae Romanae Fautorum Acta,AJA
909,RdA,Rivista di archeologia,AJA
910,RDAC,Report of the Department of Antiquities, Cyprus,AJA
911,RÉA,Revue des études anciennes,AJA
912,RÉByz,Revue des études byzantines,AJA
913,RecSciRel,Recherches de science religieuse,AJA
914,RecTrav,Recueil de travaux relatifs à la philologie et à l’archéologie égyptiennes et assyriennes,AJA
915,RÉg,Revue d’égyptologie,AJA
916,RÉG,Revue des études grecques,AJA
917,RÉgA,Revue de l’Égypte ancienne,AJA
918,RÉH,Revue des études historiques,AJA
919,RÉHom,Revue des études homériques,AJA
920,RÉI,Revue des études islamiques,AJA
921,RÉL,Revue des études latines,AJA
922,RendAccIt,Atti della R. Accademia d’Italia: Rendiconti della classe di scienze morali,AJA
923,RendBol,Atti della Accademia delle scienze dell’Istituto di Bologna: Rendiconti,AJA
924,RendIstLomb,Rendiconti: Istituto lombardo, Accademia di scienze e lettere,AJA
925,RendLinc,Atti dell’Accademia nazionale dei Lincei: Rendiconti,AJA
926,RendNap,Rendiconti dell’Accademia di archeologia, lettere e belle arti, Napoli,AJA
927,RendPontAcc,Atti della Pontificia Accademia romana di archeologia: Rendiconti,AJA
928,RÉpigr,Revue épigraphique,AJA
929,RepKunstW,Repertorium für Kunstwissenschaft,AJA
930,RÉS,Revue des études sémitiques,AJA
931,RHA,Revue hittite et asianique,AJA
932,RHist,Revue historique,AJA
933,RhM,Rheinisches Museum für Philologie,AJA
934,RHR,Revue de l’histoire des religions,AJA
935,RIN,Rivista italiana di numismatica e scienze affini,AJA
936,RivFil,Rivista di filologia e d’istruzione classica,AJA
937,RivIstArch,Rivista dell’Istituto nazionale d'archeologia e storia dell’arte,AJA
938,RivStorAnt,Rivista storica dell’antichità,AJA
939,RivStorIt,Rivista storica italiana,AJA
940,RLA,Reallexikon der Assyriologie und voderasiatischen Archäologie,AJA
941,RLouvre,La revue du Louvre et des musées de France,AJA
942,RLV,Reallexikon der Vorgeschichte,AJA
943,RM,Mitteilungen des Deutschen Archäologischen Instituts, Römische Abteilung,AJA
944,RM-EH,Mitteilungen des Deutschen Archäologischen Instituts, Römische Abteilung: Ergänzungsheft,AJA
945,RN,Revue numismatique,AJA
946,RömÖ,Römisches Österreich: Jahresschrift der Österreichischen Gesellschaft für Archäologie,AJA
947,RömQSchr,Römische Quartalschrift für christliche Altertumskunde und Kirchengeschichte,AJA
948,ROrChr,Revue de l’Orient chrétien,AJA
949,RPhil,Revue de philologie, de littérature et d’histoire anciennes,AJA
950,RSO,Rivista degli studi orientali,AJA
951,RStFen,Rivista di studi fenici,AJA
952,RStLig,Rivista di studi liguri,AJA
953,RStPomp,Rivista di studi pompeiani,AJA
954,SaalbJb,Saalburg-Jahrbuch: Bericht des Saalburg-Museums,AJA
955,SAOC,Studies in Ancient Oriental Civilizations,AJA
956,SardisMon,Archaeological Exploration of Sardis: Monograph,AJA
957,SardisRep,Archaeological Exploration of Sardis: Report,AJA
958,SBBerl,Sitzungsberichte der Deutschen Akademie der Wissenschaften zu Berlin, Klasse für Sprachen, Literatur und Kunst,AJA
959,SBHeid,Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Philosophisch-historische Klasse,AJA
960,SBLeip,Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig,AJA
961,SBMünch,Sitzungsberichte, Bayerische Akademie der Wissenschaften (München), Philosophisch- historische Klasse,AJA
962,SBWien,Sitzungsberichte, Österreichische Akademie der Wissenschaften (Wien), Philosophisch-historische Klasse,AJA
963,ScAnt,Scienze dell’Antichita: Storia, archeologia, antropologia (Rome),AJA
964,SchwMbll,Schweizer Münzblätter,AJA
965,SemKond,Seminarium Kondakovianum,AJA
966,SHG,Studies in the History of Gardens and Designed Landscapes (continuation of JGH),AJA
967,SicArch,Sicilia archeologica,AJA
968,SIMA,Studies in Mediterranean Archaeology,AJA
969,SIMA-PB,Studies in Mediterranean Archaeology and Literature: Pocketbook,AJA
970,SkrAth,See ActaAth,AJA
971,SkrLund,Skrifter utgivna av Vetenskaps-Societeten i Lund,AJA
972,SkrRom,See ActaRom,AJA
973,SkrUppsala,Skrifter utgivna av K. Humanist: Vetenskaps-Samfundet i Uppsala,AJA
974,SlovArch,Slovenská archeológia,AJA
975,SLS,Society for Libyan Studies, Annual Report,AJA
976,SMEA,Studi micenei ed egeo-anatolici,AJA
977,SMS,Syro-Mesopotamian Studies,AJA
978,SNR,Schweizerische numismatische Rundschau: Revue suisse de numismatique,AJA
979,SovArch,Sovetskaja archeologija,AJA
980,StädelJb,Städel-Jahrbuch,AJA
981,Stadion,Stadion: Zeitschrift für Geschichte des Sports und der Körperkultur,AJA
982,StAncTech,Studies in Ancient Technology,AJA
983,StArch,Studia archaeologica,AJA
984,StBiz,Studi bizantini e neoellenici,AJA
985,StClas,Studii clasice: Societatea de studii clasice din Republica Socialista România,AJA
986,StEb,Studi eblaiti,AJA
987,StEtr,Studi etruschi,AJA
988,StIr,Studia iranica,AJA
989,StIt,Studi italiani di filologia classica,AJA
990,StMat,Studi e materiali: Soprintendenza ai beni archeologici per la Toscana,AJA
991,StMisc,Studi miscellanei: Seminario di archeologia e storia dell’arte greca e romana dell'Università di Roma,AJA
992,Stobi,Studies in the Antiquities of Stobi,AJA
993,StPap,Studia papyrologica,AJA
994,StrennaRom,Strenna dei Romanisti,AJA
995,StRom,Studi romani,AJA
996,StSard,Studi sardi,AJA
997,Sumer,Sumer: A Journal of Archaeology and History in Iraq,AJA
998,SwCyprusExp,The Swedish Cyprus Expedition,AJA
999,SymbOslo,Symbolae osloenses,AJA
1000,Syria,Syria: Revue d’art oriental et d’archéologie,AJA
1001,Talanta,Talanta: Proceedings of the Dutch Archaeological and Historical Society,AJA
1002,TAPA,Transactions of the American Philological Association,AJA
1003,TAPS,Transactions of the American Philosophical Society,AJA
1004,Taras,Taras: Rivista di archeologia,AJA
1005,TelAviv,Tel Aviv: Journal of the Tel Aviv University, Institute of Archaeology,AJA
1006,TfK,Tidskrift för Konstvetenskap,AJA
1007,Thera,Excavations at Thera,AJA
1008,ThLZ,Theologische Literaturzeitung,AJA
1009,TLS,Times Literary Supplement,AJA
1010,TravMém,Travaux et mémoires: Centre de recherche d’histoire et civilisation byzantine, Paris,AJA
1011,TrWPr,Trierer Winckelmannsprogramme,AJA
1012,TrZ,Trierer Zeitschrift für Geschichte und Kunst des Trierer Landes und seiner Nachbargebiete,AJA
1013,TTAED,Türk Tarih, Arkeologya ve etnografya dergisi,AJA
1014,TUAS,Temple University Aegean Symposium,AJA
1015,TürkArkDerg,Türk arkeoloji dergisi,AJA
1016,UAVA,Untersuchungen zur Assyriologie und Vorderasiatischen Archäologie,AJA
1017,UCLAMon,University of California at Los Angeles, Institute of Archaeology, Monograph,AJA
1018,UCLAPap,University of California at Los Angeles, Institute of Archaeology, Occasional Paper,AJA
1019,UgaritF,Ugarit-Forschungen: Internationales Jahrbuch für die Altertumskunde Syrien-Palästinas,AJA
1020,UMI,University Microfilms,AJA
1021,UPMB,University of Pennsylvania Museum Bulletin,AJA
1022,UppsÅrsskr,Uppsala Universitets Årsskrift,AJA
1023,VDI,Vestnik drevnej istorii,AJA
1024,VigChr,Vigiliae christianae,AJA
1025,VuG,Vergangenheit und Gegenwart,AJA
1026,WeltIsl,Die Welt des Islam,AJA
1027,WJh,Wiener Jahreshefte,AJA
1028,WKP,Wochenschrift für klassische Philologie,AJA
1029,WorldArch,World Archaeology,AJA
1030,WPZ,Wiener prähistorische Zeitschrift,AJA
1031,WS,Wiener Studien,AJA
1032,WürzJbb,Würzburger Jahrbücher für die Altertumswissenschaft,AJA
1033,WVDOG,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,AJA
1034,WZKM,Wiener Zeitschrift für die Kunde des Morgenlandes,AJA
1035,Xenia,Xenia: Semestrale di antichità,AJA
1036,YaleBull,Yale University Art Gallery Bulletin,AJA
1037,YCS,Yale Classical Studies,AJA
1038,ZA,Zeitschrift für Assyriologie und vorderasiatische Archäologie,AJA
1039,ZÄS,Zeitschrift für ägyptische Sprache und Altertumskunde,AJA
1040,ZATW,Zeitschrift für die alttestamentliche Wissenschaft,AJA
1041,ZChrK,Zeitschrift für christliche Kunst,AJA
1042,ZDA,Zeitschrift für deutsches Altertum,AJA
1043,ZDMG,Zeitschrift der deutschen morgenländischen Gesellschaft,AJA
1044,ZDPV,Zeitschrift des deutschen Palästina-Vereins,AJA
1045,ZfA,Zeitschrift für Archäologie,AJA
1046,ZfE,Zeitschrift für Ethnologie,AJA
1047,ZfK,Zeitschrift für Kunstgeschichte,AJA
1048,ZfN,Zeitschrift für Numismatik,AJA
1049,ZivaAnt,Ziva antika: Antiquité vivante,AJA
1050,ZNTW,Zeitschrift für die neutestamentliche Wissenschaft,AJA
1051,ZÖstG,Zeitschrift für die Österreichischen Gymnasien,AJA
1052,ZPE,Zeitschrift für Papyrologie und Epigraphik,AJA
1053,ZSav,Zeitschrift der Savigny-Stiftung für Rechtsgeschichte,AJA
1054,ZSchwArch,Zeitschrift für schweizerische Archäologie und Kunstgeschichte,AJA
1055,ZSchwG,Zeitschrift für schweizerische Geschichte,AJA
1056,AISCOM,Atti del Colloquio dell’Associazione Italiana per lo studio e la conservazione del mosaico,
1057,ArchCl,Archeologia Classica,
1058,Atti Taranto,Atti del Convegno di Studi sulla Magna Grecia (Taranto),
1059,AVen,Archivio Veneto,
1060,AvP,Altertümer von Pergamon,
1061,AW,Antike Welt,
1062,BA,Bollettino d’arte del Ministero per i beni culturali e ambientali,
1063,BCAR,Bollettino della Commissione archeologica comunale di Roma,
1064,BTCGI,Bibliografia topografica della colonizzazione greca in Italia e nelle isole tirreniche,
1065,CMT,Corpus des mosaïques de Tunisie (Tunis),
1066,CronErcol,Cronache Ercolanesi,
1067,CVARR,Corpus Vasorum Arretinorum,
1068,DA,Dialoghi d’Archeologia,
1069,EAA,Enciclopedia dell’arte antica,
1070,EAA Secondo Supplemento,Enciclopedia dell’arte antica,
1071,EphArch,Ephemerìs Archaeologica,
1072,HN,Historia Nummorum. Italy,
1073,LIMC,Lexicon Iconographicum Mythologiae Classicae,
1074,LRBC,Late Roman Bronze Coinage,
1075,MAL,Memorie della Classe di scienze morali e storiche dell’Accademia dei Lincei,
1076,MIBE,Money of the Incipient Bizantine Empire,
1077,NAC,Numismatica e antichità classiche,
1078,NSA,Notizie degli scavi di Antichità,
1079,PPM,Pompei – pitture e mosaici (Roma),
1080,QAR,Quaderni d’Archeologia reggiana,
1081,QUCC,Quaderni urbinati di cultura classica,
1082,RCRF,Rei Cretariae Romanae Fautores,
1083,REG,Revue des études grecques,
1084,RIC,The Roman Imperial Coinage,
1085,RPAA,Rendiconti della Pontificia accademia di archeologia,
1086,RRC,Roman Republican Coinage,
1087,SPFB,Sbornik Pracé Filosofické Fakulty Brnenské University,Studia minora Facultatis Philosophicae Universitatis Brunensis. Rada archeologicko-klasicka ScA= Scienze dell’Antichità
1088,SE,Studi Etruschi,
1089,SMSR,Studi e materiali di storia delle religioni,
1090,SNGDan II,Sylloge Nummorum Graecorum,
1091,SNGDan III,Sylloge Nummorum Graecorum,
1092,SNGMün I,Sylloge Nummorum Graecorum,
1093,SNGMün II,Sylloge Nummorum Graecorum,
1094,ThesCRA,Thesaurus cultus et ritum antiquorum,
